timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1597166872747,6,clients,200,,sendComment 1-1,text,true,,6135,411,1,1,http://localhost:8080/clients.html,6,0,0
1597166872755,7,comment book,200,,sendComment 1-1,text,true,,4112,415,1,1,http://localhost:8080/guestbook.html,7,0,0
1597166872763,4,service guestbook,200,,sendComment 1-1,text,true,,2168,319,1,1,http://localhost:8080/service/guestbook,4,0,0
1597166872768,5,comment dropping,200,,sendComment 1-1,text,true,,274,781,1,1,http://localhost:8080/service/guestbook,5,0,0
1597166872774,3,service\guestbook,200,,sendComment 1-1,text,true,,2299,319,1,1,http://localhost:8080/service/guestbook,3,0,0
1597166872778,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,411,0,1,1,null,0,0,0
1597166873279,0,Samper for timer,200,OK,sendComment 1-1,text,true,,388,0,1,1,null,0,0,0
1597166873281,8,home-page,200,,sendComment 1-1,text,true,,22628,413,1,1,http://localhost:8080/index.html,8,0,1
1597166873289,7,clients,200,,sendComment 1-1,text,true,,6135,411,1,1,http://localhost:8080/clients.html,6,0,0
1597166873297,6,comment book,200,,sendComment 1-1,text,true,,4112,415,1,1,http://localhost:8080/guestbook.html,6,0,0
1597166873303,3,service guestbook,200,,sendComment 1-1,text,true,,2299,319,1,1,http://localhost:8080/service/guestbook,3,0,0
1597166873307,4,comment dropping,200,,sendComment 1-1,text,true,,274,576,1,1,http://localhost:8080/service/guestbook,4,0,0
1597166873312,3,service\guestbook,200,,sendComment 1-1,text,true,,2359,319,1,1,http://localhost:8080/service/guestbook,3,0,0
1597166873316,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,359,0,1,1,null,0,0,0
1597166873817,0,Samper for timer,200,OK,sendComment 1-1,text,true,,373,0,1,1,null,0,0,0
1597166873818,6,home-page,200,,sendComment 1-1,text,true,,22628,413,1,1,http://localhost:8080/index.html,6,0,1
1597166873825,5,clients,200,,sendComment 1-1,text,true,,6135,411,1,1,http://localhost:8080/clients.html,4,0,0
1597166873830,5,comment book,200,,sendComment 1-1,text,true,,4112,415,1,1,http://localhost:8080/guestbook.html,5,0,0
1597166873835,3,service guestbook,200,,sendComment 1-1,text,true,,2359,319,1,1,http://localhost:8080/service/guestbook,3,0,0
1597166873838,3,comment dropping,200,,sendComment 1-1,text,true,,274,645,1,1,http://localhost:8080/service/guestbook,3,0,0
1597166873842,2,service\guestbook,200,,sendComment 1-1,text,true,,2442,319,1,1,http://localhost:8080/service/guestbook,2,0,0
1597166873845,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,370,0,1,1,null,0,0,0
1597166874347,0,Samper for timer,200,OK,sendComment 1-1,text,true,,350,0,1,1,null,0,0,0
1597166874348,8,home-page,200,,sendComment 1-1,text,true,,22628,413,1,1,http://localhost:8080/index.html,8,0,2
1597166874357,6,clients,200,,sendComment 1-1,text,true,,6135,411,1,1,http://localhost:8080/clients.html,6,0,0
1597166874365,6,comment book,200,,sendComment 1-1,text,true,,4112,415,1,1,http://localhost:8080/guestbook.html,6,0,0
1597166874372,3,service guestbook,200,,sendComment 1-1,text,true,,2442,319,1,1,http://localhost:8080/service/guestbook,3,0,0
1597166874376,3,comment dropping,200,,sendComment 1-1,text,true,,274,534,1,1,http://localhost:8080/service/guestbook,3,0,0
1597166874380,3,service\guestbook,200,,sendComment 1-1,text,true,,2487,319,1,1,http://localhost:8080/service/guestbook,3,0,0
1597166874383,1,Debug Sampler,200,OK,sendComment 1-1,text,true,,351,0,1,1,null,0,0,0
1597166874886,0,Samper for timer,200,OK,sendComment 1-1,text,true,,384,0,1,1,null,0,0,0
1597166874887,9,home-page,200,,sendComment 1-1,text,true,,22628,413,1,1,http://localhost:8080/index.html,9,0,1
1597166874897,7,clients,200,,sendComment 1-1,text,true,,6135,411,1,1,http://localhost:8080/clients.html,7,0,0
1597166874906,7,comment book,200,,sendComment 1-1,text,true,,4112,415,1,1,http://localhost:8080/guestbook.html,7,0,0
